Response ID,Respondent Name,Submission Date & Time,State,City,Region Classification,Age Group,Gender,Occupation,Monthly Income Group,Q07: Online Impulse Freq,Q08: Offline Impulse Freq,Q09: Typical Unplanned Spend,Preferred Shopping Mode,Q10: Need for Touch (1-5),Q11: In-Store Displays (1-5),Q12: Cashier Counter Impulse (1-5),Q13: Salesperson Influence (1-5),Q14: AI Personalization (1-5),Q15: Countdown Urgency (1-5),Q16: Stock Scarcity FOMO (1-5),Q17: Social Proof Reviews (1-5),Q18: Push Notification Alerts (1-5),Q19: Primary Payment Method,Q20: UPI Pain of Paying (1-5),Q21: BNPL Spend Lift (1-5),Q22: Online Impulse Regret (1-5),Q23: Offline Satisfaction (1-5),Q24: Online Return Frequency (1-5),Q25: Deceptive Urgency Trust Loss (1-5),Data Integrity Source Tag
RESP-2026-0180,Ritu Khatri,2026-09-02T13:03:36.702Z,Other South / East Indian State,Bengaluru,Other States,18 – 24 years (Student / Young Starter),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,Buy Now Pay Later (BNPL),4,5,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0181,Rupesh Srivastava,2026-09-03T13:01:33.248Z,Maharashtra,Mumbai,Other States,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0182,Sandhya Tripathi,2026-09-04T12:59:29.793Z,Other South / East Indian State,Bengaluru,Other States,25 – 34 years (Working Professional / Early Career),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,4,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0183,Seema Chaturvedi,2026-09-05T12:57:26.345Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0184,Shailendra Ojha,2026-09-06T12:55:22.891Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,2,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0185,Sheetu Pathak,2026-09-07T12:53:19.436Z,Maharashtra,Mumbai,Other States,50 years and above,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0186,Shrikant Dixit,2026-09-08T12:51:15.981Z,Other South / East Indian State,Bengaluru,Other States,18 – 24 years (Student / Young Starter),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,Buy Now Pay Later (BNPL),4,5,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0187,Sonal Agrawal,2026-09-09T12:49:12.527Z,Maharashtra,Mumbai,Other States,25 – 34 years (Working Professional / Early Career),Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,5,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0188,Sonu Upadhyay,2026-09-10T12:47:09.072Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0189,Sunita Chhabra,2026-09-11T12:45:05.618Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0190,Suresh Bhardwaj,2026-09-12T12:43:02.163Z,Other South / East Indian State,Bengaluru,Other States,50 years and above,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,Cash on Delivery (COD) / Physical Cash,2,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0191,Sushila Rawat,2026-09-13T12:40:58.708Z,Maharashtra,Mumbai,Other States,18 – 24 years (Student / Young Starter),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,5,5,5,5,4,5,5,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,5,4,5,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0192,Tejendra Tomar,2026-08-31T12:38:55.254Z,Other South / East Indian State,Bengaluru,Other States,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0193,Uma Chauhan,2026-09-01T12:36:51.800Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0194,Vandana Kulkarni,2026-09-02T12:34:48.345Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,4,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0195,Vijay Deshmukh,2026-09-03T12:32:44.890Z,Maharashtra,Mumbai,Other States,50 years and above,Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0196,Vikas Kapoor,2026-09-04T12:30:41.436Z,Other South / East Indian State,Bengaluru,Other States,18 – 24 years (Student / Young Starter),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,4,2,4,4,4,4,4,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,4,3,4,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0197,Vinod Arora,2026-09-05T12:28:37.981Z,Maharashtra,Mumbai,Other States,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0198,Vishal Khanna,2026-09-06T12:26:34.526Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0199,Yashoda Bhatia,2026-09-07T12:24:31.072Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,5,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0200,Brijesh Malhotra,2026-09-08T12:22:27.617Z,Other South / East Indian State,Bengaluru,Other States,50 years and above,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,Cash on Delivery (COD) / Physical Cash,2,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0201,Chandani Kashyap,2026-09-09T12:20:24.162Z,Maharashtra,Mumbai,Other States,18 – 24 years (Student / Young Starter),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,Buy Now Pay Later (BNPL),5,5,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0202,Dhananjay Garg,2026-09-10T12:18:20.707Z,Other South / East Indian State,Bengaluru,Other States,25 – 34 years (Working Professional / Early Career),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0203,Gita Mittal,2026-09-11T12:16:17.252Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,5,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0204,Kailash Somani,2026-09-12T12:14:13.798Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0205,Lata Mahajan,2026-09-13T13:12:10.344Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0206,Man Machya,2026-09-13T13:14:49.573Z,Madhya Pradesh,Indore (Vijay Nagar),Indore Hub,25 – 34 years (Working Professional / Early Career),Female,Salaried Professional / Corporate Employee,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,4,4,3,2,5,4,4,5,4,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,4,4,3,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0207,Kavita Sharma (Live Test),2026-09-20T07:11:45.385Z,Madhya Pradesh,Indore (Palasia),Indore Hub,25 - 34 years (Working Professional / Early Career),Female,Salaried Professional / Corporate Employee,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,4,5,4,3,5,4,4,5,4,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,4,2,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0208,Rohit Verma (Vercel Live Participant),2026-09-20T07:12:40.207Z,Madhya Pradesh,Indore (Vijay Nagar),Indore Hub,18 - 24 years (Student / Young Starter),Male,Student,"Below Rs. 30,000",5+ times a month,1 to 2 times a month,"Rs. 500 to Rs. 1,500",Online,3,4,3,2,5,5,5,5,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,5,4,3,3,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0209,Pooja Verma (Live Verification Participant),2026-09-20T08:27:45.304Z,Madhya Pradesh,Indore (Palasia),Indore Hub,25 – 34 years (Working Professional / Early Career),Female,Salaried Professional / Corporate Employee,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,4,5,4,3,5,4,4,5,4,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,4,2,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0210,Concurrent Test User A,2026-09-20T08:28:31.105Z,Madhya Pradesh,Bhopal,Rest of MP,18 – 24 years (Student / Young Starter),Male,Student,"Below Rs. 30,000",5+ times a month,1 to 2 times a month,"Rs. 500 to Rs. 1,500",Online,3,4,3,2,5,5,4,4,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,3,2,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0211,Concurrent Test User B,2026-09-20T08:28:31.115Z,Madhya Pradesh,Indore (Vijay Nagar),Indore Hub,18 – 24 years (Student / Young Starter),Male,Student,"Below Rs. 30,000",5+ times a month,1 to 2 times a month,"Rs. 500 to Rs. 1,500",Online,3,4,3,2,5,5,4,4,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,3,2,5,LIVE_RESEARCH_PARTICIPANT
RESP-2026-0212,Concurrent Test User C,2026-09-20T08:28:31.123Z,Madhya Pradesh,Gwalior,Rest of MP,18 – 24 years (Student / Young Starter),Male,Student,"Below Rs. 30,000",5+ times a month,1 to 2 times a month,"Rs. 500 to Rs. 1,500",Online,3,4,3,2,5,5,4,4,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,3,2,5,LIVE_RESEARCH_PARTICIPANT
